category,brand,model,series,trim
"Otomobil","Mitsubishi","Lancer","1.6","COMFORT"
"Otomobil","Mitsubishi","Lancer","1.6","INFORM"
"Otomobil","Mitsubishi","Lancer","1.6","INVITE"
"Otomobil","Mitsubishi","Lancer","1.8","INTENSE"
"Otomobil","Nieve","Evzoom","Evzoom","EVZOOM"
"Otomobil","Nissan","200 SX","1.8 Turbo","1.8 TURBO"
"Otomobil","Nissan","200 SX","2.0 Turbo","2.0 TURBO"
"Otomobil","Nissan","300 ZX","3.0 Twin Turbo","3.0 TWIN TURBO"
"Otomobil","Nissan","350 Z","Roadster","ROADSTER"
"Otomobil","Nissan","Almera","1.5","COMFORT"
"Otomobil","Nissan","Almera","1.5","LUXURY"
"Otomobil","Nissan","Almera","1.5","TEKNA"
"Otomobil","Nissan","Almera","1.5","VISIA"
"Otomobil","Nissan","Almera","1.6","SLX"
"Otomobil","Nissan","Almera","1.8","LUXURY"
"Otomobil","Nissan","Almera","2.0 D","GX"
"Otomobil","Nissan","Bluebird","2.0 GL","2.0 GL"
"Otomobil","Nissan","GT-R","R35","R35"
"Otomobil","Nissan","Laurel Altima","2.0","2.0"
"Otomobil","Nissan","Maxima","2.0 QX","2.0 QX"
"Otomobil","Nissan","Micra","1.0 IG-T","PLATINUM PREMIUM"
"Otomobil","Nissan","Micra","1.0 IG-T","TEKNA"
"Otomobil","Nissan","Micra","1.0 IG-T","VISIA"
"Otomobil","Nissan","Micra","1.2","MATCH"
"Otomobil","Nissan","Micra","1.2","MOOD"
"Otomobil","Nissan","Micra","1.2","PASSION"
"Otomobil","Nissan","Micra","1.2","PLATINUM"
"Otomobil","Nissan","Micra","1.2","PUNCH"
"Otomobil","Nissan","Micra","1.2","PUZZLE"
"Otomobil","Nissan","Micra","1.2","SPORT"
"Otomobil","Nissan","Micra","1.2","STREET"
"Otomobil","Nissan","Micra","1.2","TEKNA"
"Otomobil","Nissan","Micra","1.2","VISIA"
"Otomobil","Nissan","Micra","1.3","GX"
"Otomobil","Nissan","Micra","1.3","LX"
"Otomobil","Nissan","Micra","1.3","MAGIC"
"Otomobil","Nissan","Micra","1.4","ELEGANCE"
"Otomobil","Nissan","Micra","1.4","TEKNA"
"Otomobil","Nissan","Micra","1.5 dCi","MOOD"
"Otomobil","Nissan","Micra","1.5 dCi","PASSION"
"Otomobil","Nissan","Note","1.2","TEKNA"
"Otomobil","Nissan","Note","1.2","VISIA"
"Otomobil","Nissan","Note","1.4","TEKNA"
"Otomobil","Nissan","Note","1.4","VISIA"
"Otomobil","Nissan","Note","1.5 dCi","PLATINUM"
"Otomobil","Nissan","Note","1.5 dCi","TEKNA"
"Otomobil","Nissan","Note","1.5 dCi","TEKNA PACK"
"Otomobil","Nissan","Note","1.5 dCi","VISIA"
"Otomobil","Nissan","Note","1.6","TEKNA"
"Otomobil","Nissan","Note","1.6","TEKNA PACK"
"Otomobil","Nissan","Note","1.6","VISIA"
"Otomobil","Nissan","Primera","1.6","1.6"
"Otomobil","Nissan","Primera","1.6","COMFORT"
"Otomobil","Nissan","Primera","1.6","GX"
"Otomobil","Nissan","Primera","1.6","LX"
"Otomobil","Nissan","Primera","1.6","SLX"
"Otomobil","Nissan","Primera","1.6","SPECIAL EDITION"
"Otomobil","Nissan","Primera","1.6","TEKNA"
"Otomobil","Nissan","Primera","1.6","TEKNA PLUS"
"Otomobil","Nissan","Primera","1.6","TRAVELER"
"Otomobil","Nissan","Primera","1.6","VISIA"
"Otomobil","Nissan","Primera","1.8","LUXURY"
"Otomobil","Nissan","Primera","2.0","2.0 TD"
"Otomobil","Nissan","Primera","2.0","ELEGANCE"
"Otomobil","Nissan","Primera","2.0","SE"
"Otomobil","Nissan","Primera","2.0","TEKNA"
"Otomobil","Nissan","Primera","2.0 TD","LUXE"
"Otomobil","Nissan","Pulsar","1.2","N-TEC"
"Otomobil","Nissan","Pulsar","1.2","TEKNA"
"Otomobil","Nissan","Pulsar","1.2","VISIA"
"Otomobil","Nissan","Pulsar","1.5","N-TEC"
"Otomobil","Nissan","Pulsar","1.5","TEKNA"
"Otomobil","Nissan","Pulsar","1.5","VISIA"
"Otomobil","Nissan","Sunny","1.6","EX"
"Otomobil","Nissan","Sunny","1.6","LX"
"Otomobil","Nissan","Sunny","2.0","DLX"
"Otomobil","Nissan","Teana","2.3i","2.3I"
"Otomobil","Opel","Agila","1.2","CLUB"
"Otomobil","Opel","Agila","1.2","COMFORT"
"Otomobil","Opel","Ascona","1.3 C LS","1.3 C LS"
"Otomobil","Opel","Ascona","1.6","1.6 D"
"Otomobil","Opel","Ascona","1.6","C L"
"Otomobil","Opel","Ascona","1.6","LS"
"Otomobil","Opel","Ascona","1.6 D","1.6 D"
"Otomobil","Opel","Ascona","2.0","C GT"
"Otomobil","Opel","Astra","Astra-e","GS"
"Otomobil","Opel","Astra","1.0 T","ENJOY"
"Otomobil","Opel","Astra","1.2","1.2 T"
"Otomobil","Opel","Astra","1.2 T","EDITION"
"Otomobil","Opel","Astra","1.2 T","ELEGANCE"
"Otomobil","Opel","Astra","1.2 T","GS"
"Otomobil","Opel","Astra","1.2 T","GS LINE"
"Otomobil","Opel","Astra","1.2 T","ULTIMATE"
"Otomobil","Opel","Astra","1.3 CDTI","ACTIVE"
"Otomobil","Opel","Astra","1.3 CDTI","BUSINESS"
"Otomobil","Opel","Astra","1.3 CDTI","COSMO"
"Otomobil","Opel","Astra","1.3 CDTI","ECOFLEX COSMO"
"Otomobil","Opel","Astra","1.3 CDTI","ECOFLEX ENJOY"
"Otomobil","Opel","Astra","1.3 CDTI","ECOFLEX ENJOY PLUS"
"Otomobil","Opel","Astra","1.3 CDTI","ECOFLEX SPORT"
"Otomobil","Opel","Astra","1.3 CDTI","EDITION"
"Otomobil","Opel","Astra","1.3 CDTI","EDITION PLUS"
"Otomobil","Opel","Astra","1.3 CDTI","ELEGANCE"
"Otomobil","Opel","Astra","1.3 CDTI","ENJOY"
"Otomobil","Opel","Astra","1.3 CDTI","ENJOY 111.YIL"
"Otomobil","Opel","Astra","1.3 CDTI","ENJOY ACTIVE"
"Otomobil","Opel","Astra","1.3 CDTI","ENJOY PLUS"
"Otomobil","Opel","Astra","1.3 CDTI","ESSENTIA"
"Otomobil","Opel","Astra","1.3 CDTI","ESSENTIA KONFOR"
"Otomobil","Opel","Astra","1.3 CDTI","SPORT"
"Otomobil","Opel","Astra","1.4","1.4 T"
"Otomobil","Opel","Astra","1.4","CLASSIC"
"Otomobil","Opel","Astra","1.4","CLUB"
"Otomobil","Opel","Astra","1.4","COMFORT"
"Otomobil","Opel","Astra","1.4","COSMO"
"Otomobil","Opel","Astra","1.4","ENJOY"
"Otomobil","Opel","Astra","1.4","ENJOY PLUS"
"Otomobil","Opel","Astra","1.4","ESSENTIA"
"Otomobil","Opel","Astra","1.4","GL"
"Otomobil","Opel","Astra","1.4","GLS"
"Otomobil","Opel","Astra","1.4","LIFE"
"Otomobil","Opel","Astra","1.4","START"
"Otomobil","Opel","Astra","1.4 T","120.YIL"
"Otomobil","Opel","Astra","1.4 T","ACTIVE"
"Otomobil","Opel","Astra","1.4 T","BUSINESS"
"Otomobil","Opel","Astra","1.4 T","COSMO"
"Otomobil","Opel","Astra","1.4 T","COSMO STILL"
"Otomobil","Opel","Astra","1.4 T","DESIGN"
"Otomobil","Opel","Astra","1.4 T","DYNAMIC"
"Otomobil","Opel","Astra","1.4 T","EDITION"
"Otomobil","Opel","Astra","1.4 T","EDITION PLUS"
"Otomobil","Opel","Astra","1.4 T","ELEGANCE"
"Otomobil","Opel","Astra","1.4 T","ENJOY"
"Otomobil","Opel","Astra","1.4 T","ENJOY ACTIVE"
"Otomobil","Opel","Astra","1.4 T","ENJOY PLUS"
"Otomobil","Opel","Astra","1.4 T","EXCELLENCE"
"Otomobil","Opel","Astra","1.4 T","GS LINE"
"Otomobil","Opel","Astra","1.4 T","GTC SPORT"
"Otomobil","Opel","Astra","1.4 T","OPC LINE SPORT"
"Otomobil","Opel","Astra","1.4 T","SPORT"
"Otomobil","Opel","Astra","1.4 T","SPORT ELEGANCE"
"Otomobil","Opel","Astra","1.4 T","SPORT STILL"
"Otomobil","Opel","Astra","1.5 D","EDITION"
"Otomobil","Opel","Astra","1.5 D","ELEGANCE"
"Otomobil","Opel","Astra","1.5 D","GS LINE"
"Otomobil","Opel","Astra","1.6","1.6 CDTI"
"Otomobil","Opel","Astra","1.6","1.6 T"
"Otomobil","Opel","Astra","1.6","1.6"
"Otomobil","Opel","Astra","1.6","100.YIL"
"Otomobil","Opel","Astra","1.6","BUSINESS"
"Otomobil","Opel","Astra","1.6","CD"
"Otomobil","Opel","Astra","1.6","CDX"
"Otomobil","Opel","Astra","1.6","CLASSIC"
"Otomobil","Opel","Astra","1.6","CLASSIC TWINPORT"
"Otomobil","Opel","Astra","1.6","CLUB"
"Otomobil","Opel","Astra","1.6","COMFORT"
"Otomobil","Opel","Astra","1.6","COSMO"
"Otomobil","Opel","Astra","1.6","EDITION"
"Otomobil","Opel","Astra","1.6","EDITION PLUS"
"Otomobil","Opel","Astra","1.6","ELEGANCE"
"Otomobil","Opel","Astra","1.6","ENJOY"
"Otomobil","Opel","Astra","1.6","ENJOY 111.YIL"
"Otomobil","Opel","Astra","1.6","ENJOY ELEGANCE"
"Otomobil","Opel","Astra","1.6","ENJOY PLUS"
"Otomobil","Opel","Astra","1.6","ESSENTIA"
"Otomobil","Opel","Astra","1.6","ESSENTIA KONFOR"
"Otomobil","Opel","Astra","1.6","EXPRESSION"
"Otomobil","Opel","Astra","1.6","GL"
"Otomobil","Opel","Astra","1.6","GLS"
"Otomobil","Opel","Astra","1.6","GLX"
"Otomobil","Opel","Astra","1.6","GTC SPORT"
"Otomobil","Opel","Astra","1.6","MERIT"
"Otomobil","Opel","Astra","1.6","SPORT"
"Otomobil","Opel","Astra","1.6","SPORTIVE"
"Otomobil","Opel","Astra","1.6","TWINPORT"
"Otomobil","Opel","Astra","1.6 CDTI","120.YIL"
"Otomobil","Opel","Astra","1.6 CDTI","BUSINESS"
"Otomobil","Opel","Astra","1.6 CDTI","COSMO"
"Otomobil","Opel","Astra","1.6 CDTI","DESIGN"
"Otomobil","Opel","Astra","1.6 CDTI","DYNAMIC"
"Otomobil","Opel","Astra","1.6 CDTI","DYNAMIC ELITE"
"Otomobil","Opel","Astra","1.6 CDTI","EDITION"
"Otomobil","Opel","Astra","1.6 CDTI","EDITION PLUS"
"Otomobil","Opel","Astra","1.6 CDTI","ELITE"
"Otomobil","Opel","Astra","1.6 CDTI","ENJOY"
"Otomobil","Opel","Astra","1.6 CDTI","ENJOY ACTIVE"
"Otomobil","Opel","Astra","1.6 CDTI","EXCELLENCE"
"Otomobil","Opel","Astra","1.6 CDTI","OPC LINE SPORT"
"Otomobil","Opel","Astra","1.6 CDTI","SPORT"
"Otomobil","Opel","Astra","1.6 T","COSMO"
"Otomobil","Opel","Astra","1.6 T","DYNAMIC"
"Otomobil","Opel","Astra","1.6 T","ENJOY"
"Otomobil","Opel","Astra","1.6 T","GTC SPORT"
"Otomobil","Opel","Astra","1.6 T","OPC LINE SPORT"
"Otomobil","Opel","Astra","1.6 T","SPORT"
"Otomobil","Opel","Astra","1.7 CDTI","CLASSIC"
"Otomobil","Opel","Astra","1.7 CDTI","ENJOY"
"Otomobil","Opel","Astra","1.7 DTI","1.7 DTI"
"Otomobil","Opel","Astra","1.8","COSMO"
"Otomobil","Opel","Astra","2.0","2.0 DTI"
"Otomobil","Opel","Astra","2.0","DTI COMFORT"
"Otomobil","Opel","Astra","2.0","GSI"
"Otomobil","Opel","Astra","2.0","SPORT"
"Otomobil","Opel","Astra","2.0 DTI","2.0 DTI"
"Otomobil","Opel","Astra","E Ultimate","E ULTIMATE"
"Otomobil","Opel","Astra-e","GS","GS"
"Otomobil","Opel","Calibra","2.0","2.0 TURBO"
"Otomobil","Opel","Calibra","2.0 Turbo","2.0 TURBO"
"Otomobil","Opel","Corsa","Corsa-e","GS"
"Otomobil","Opel","Corsa","Corsa-e","ULTIMATE"
"Otomobil","Opel","Corsa","1.0","1.0"
"Otomobil","Opel","Corsa","1.0","COLOR EDITION"
"Otomobil","Opel","Corsa","1.0","COMFORT"
"Otomobil","Opel","Corsa","1.0","ECO CLUB"
"Otomobil","Opel","Corsa","1.0","ENJOY"
"Otomobil","Opel","Corsa","1.0","ESSENTIA"
"Otomobil","Opel","Corsa","1.2","1.2 T"
"Otomobil","Opel","Corsa","1.2","1.2 TURBO"
"Otomobil","Opel","Corsa","1.2","1.2 TWINPORT"
"Otomobil","Opel","Corsa","1.2","1.2"
"Otomobil","Opel","Corsa","1.2","CITY"
"Otomobil","Opel","Corsa","1.2","CLUB"
"Otomobil","Opel","Corsa","1.2","COMFORT"
"Otomobil","Opel","Corsa","1.2","EDITION"
"Otomobil","Opel","Corsa","1.2","ELEGANCE"
"Otomobil","Opel","Corsa","1.2","ENJOY"
"Otomobil","Opel","Corsa","1.2","ENJOY IN TOUCH"
"Otomobil","Opel","Corsa","1.2","ESSENTIA"
"Otomobil","Opel","Corsa","1.2","ESSENTIAL"
"Otomobil","Opel","Corsa","1.2","INNOVATION"
"Otomobil","Opel","Corsa","1.2","SILVERLINE"
"Otomobil","Opel","Corsa","1.2","SWING"
"Otomobil","Opel","Corsa","1.2","ULTIMATE"
"Otomobil","Opel","Corsa","1.2 T","GS"
"Otomobil","Opel","Corsa","1.2 Turbo","DYNAMIC"
"Otomobil","Opel","Corsa","1.2 Turbo","EDITION"
"Otomobil","Opel","Corsa","1.2 Turbo","ELEGANCE"
"Otomobil","Opel","Corsa","1.2 Turbo","INNOVATION"
"Otomobil","Opel","Corsa","1.2 Turbo","ULTIMATE"
"Otomobil","Opel","Corsa","1.2 Twinport","ACTIVE"
"Otomobil","Opel","Corsa","1.2 Twinport","ENJOY"
"Otomobil","Opel","Corsa","1.2 Twinport","ENJOY 111"
"Otomobil","Opel","Corsa","1.2 Twinport","ESSENTIA"
"Otomobil","Opel","Corsa","1.3 CDTI","ACTIVE"
"Otomobil","Opel","Corsa","1.3 CDTI","BLACK&WHITE"
"Otomobil","Opel","Corsa","1.3 CDTI","COLOR EDITION"
"Otomobil","Opel","Corsa","1.3 CDTI","COSMO"
"Otomobil","Opel","Corsa","1.3 CDTI","ENJOY"
"Otomobil","Opel","Corsa","1.3 CDTI","ENJOY 111"
"Otomobil","Opel","Corsa","1.3 CDTI","ESSENTIA"
"Otomobil","Opel","Corsa","1.3 CDTI","SILVERLINE"
"Otomobil","Opel","Corsa","1.3 CDTI","SPORT"
"Otomobil","Opel","Corsa","1.4","1.4 TWINPORT"
"Otomobil","Opel","Corsa","1.4","100.YIL"
"Otomobil","Opel","Corsa","1.4","120.YIL"
"Otomobil","Opel","Corsa","1.4","CD"
"Otomobil","Opel","Corsa","1.4","COLOR EDITION"
"Otomobil","Opel","Corsa","1.4","COMFORT"
"Otomobil","Opel","Corsa","1.4","COSMO"
"Otomobil","Opel","Corsa","1.4","DESIGN"
"Otomobil","Opel","Corsa","1.4","ELEGANCE"
"Otomobil","Opel","Corsa","1.4","ENJOY"
"Otomobil","Opel","Corsa","1.4","ESSENTIA"
"Otomobil","Opel","Corsa","1.4","GLS"
"Otomobil","Opel","Corsa","1.4","SPORT"
"Otomobil","Opel","Corsa","1.4","SWING"
"Otomobil","Opel","Corsa","1.4 Twinport","ACTIVE"
"Otomobil","Opel","Corsa","1.4 Twinport","BLACK&WHITE"
"Otomobil","Opel","Corsa","1.4 Twinport","COLOR EDITION"
"Otomobil","Opel","Corsa","1.4 Twinport","COSMO"
"Otomobil","Opel","Corsa","1.4 Twinport","ENJOY"
"Otomobil","Opel","Corsa","1.4 Twinport","ENJOY 111"
"Otomobil","Opel","Corsa","1.4 Twinport","ESSENTIA"
"Otomobil","Opel","Corsa","1.4 Twinport","SILVERLINE"
"Otomobil","Opel","Corsa","1.4 Twinport","SPORT"
"Otomobil","Opel","Corsa","1.5","1.5 CDTI"
"Otomobil","Opel","Corsa","1.5","TD"
"Otomobil","Opel","Corsa","1.5 CDTI","DYNAMIC"
"Otomobil","Opel","Corsa","1.5 CDTI","EDITION"
"Otomobil","Opel","Corsa","1.5 CDTI","INNOVATION"
"Otomobil","Opel","Corsa","1.6","GSI"
"Otomobil","Opel","Corsa","1.6","OPC"
"Otomobil","Opel","Corsa","1.7 DTi Comfort","1.7 DTI COMFORT"
"Otomobil","Opel","Corsa-e","GS","GS"
"Otomobil","Opel","Corsa-e","Ultimate","ULTIMATE"
"Otomobil","Opel","GT","GT 2.0 Turbo","GT 2.0 TURBO"
"Otomobil","Opel","Insignia","1.4 T","EDITION"
"Otomobil","Opel","Insignia","1.4 T","EDITION ELEGANCE"
"Otomobil","Opel","Insignia","1.5 d","EDITION"
"Otomobil","Opel","Insignia","1.5 d","ELEGANCE"
"Otomobil","Opel","Insignia","1.5 d","EXCLUSIVE"
"Otomobil","Opel","Insignia","1.5 d","ULTIMATE"
"Otomobil","Opel","Insignia","1.5 T","GRAND SPORT EDITION ÖZEL SERI"
"Otomobil","Opel","Insignia","1.5 T","GRAND SPORT ENJOY"
"Otomobil","Opel","Insignia","1.5 T","GRAND SPORT EXCELLENCE"
"Otomobil","Opel","Insignia","1.6","1.6 CDTI"
"Otomobil","Opel","Insignia","1.6","1.6 T"
"Otomobil","Opel","Insignia","1.6","1.6"
"Otomobil","Opel","Insignia","1.6","COSMO"
"Otomobil","Opel","Insignia","1.6","COSMO SPORTS TOURER"
"Otomobil","Opel","Insignia","1.6","EDITION"
"Otomobil","Opel","Insignia","1.6 CDTI","120.YIL"
"Otomobil","Opel","Insignia","1.6 CDTI","BUSINESS"
"Otomobil","Opel","Insignia","1.6 CDTI","COSMO"
"Otomobil","Opel","Insignia","1.6 CDTI","DESIGN"
"Otomobil","Opel","Insignia","1.6 CDTI","ECOFLEX EDITION ELEGANCE"
"Otomobil","Opel","Insignia","1.6 CDTI","EDITION"
"Otomobil","Opel","Insignia","1.6 CDTI","EDITION ELEGANCE"
"Otomobil","Opel","Insignia","1.6 CDTI","ELITE"
"Otomobil","Opel","Insignia","1.6 CDTI","ENJOY"
"Otomobil","Opel","Insignia","1.6 CDTI","ENJOY SPORTS TOURER"
"Otomobil","Opel","Insignia","1.6 CDTI","EXCELLENCE"
"Otomobil","Opel","Insignia","1.6 CDTI","EXCLUSIVE GRAND SPORT"
"Otomobil","Opel","Insignia","1.6 CDTI","GRAND SPORT DESIGN"
"Otomobil","Opel","Insignia","1.6 CDTI","GRAND SPORT EDITION ÖZEL SERI"
"Otomobil","Opel","Insignia","1.6 CDTI","GRAND SPORT ELITE"
"Otomobil","Opel","Insignia","1.6 CDTI","GRAND SPORT ENJOY"
"Otomobil","Opel","Insignia","1.6 CDTI","GRAND SPORT EXCELLENCE"
"Otomobil","Opel","Insignia","1.6 CDTI","INNOVATION"
"Otomobil","Opel","Insignia","1.6 CDTI","SPORT"
"Otomobil","Opel","Insignia","1.6 T","COSMO"
"Otomobil","Opel","Insignia","1.6 T","EDITION"
"Otomobil","Opel","Insignia","1.6 T","EDITION ELEGANCE"
"Otomobil","Opel","Insignia","1.6 T","SPORT"
"Otomobil","Opel","Insignia","2.0 CDTI","CDTI"
"Otomobil","Opel","Insignia","2.0 CDTI","COSMO"
"Otomobil","Opel","Insignia","2.0 CDTI","COSMO ACTIVE SELECT"
"Otomobil","Opel","Insignia","2.0 CDTI","COSMO FLEXRIDE"
"Otomobil","Opel","Insignia","2.0 CDTI","COSMO SPORTS TOURER"
"Otomobil","Opel","Insignia","2.0 CDTI","EDITION"
"Otomobil","Opel","Insignia","2.0 CDTI","EDITION ELEGANCE"
"Otomobil","Opel","Insignia","2.0 T","COSMO"
"Otomobil","Opel","Insignia","2.0 T","GRAND SPORT EXCELLENCE"
"Otomobil","Opel","Insignia","2.0 T","SPORT"
"Otomobil","Opel","Kadett","1.2","1.2"
"Otomobil","Opel","Kadett","1.4","1.4"
"Otomobil","Opel","Kadett","1.6","1.6 D"
"Otomobil","Opel","Kadett","1.6 D","1.6 D"
"Otomobil","Opel","Kadett","2.0","2.0"
"Otomobil","Opel","Meriva","1.3 CDTI","COSMO"
"Otomobil","Opel","Meriva","1.3 CDTI","ECOFLEX COSMO"
"Otomobil","Opel","Meriva","1.3 CDTI","ECOFLEX ENJOY"
"Otomobil","Opel","Meriva","1.3 CDTI","ENJOY"
"Otomobil","Opel","Meriva","1.3 CDTI","ESSENTIA"
"Otomobil","Opel","Meriva","1.3 DTI","ENJOY"
"Otomobil","Opel","Meriva","1.3 DTI","ESSENTIA"
"Otomobil","Opel","Meriva","1.4 T","COSMO"
"Otomobil","Opel","Meriva","1.4 T","ENJOY"
"Otomobil","Opel","Meriva","1.6","1.6 CDTI"
"Otomobil","Opel","Meriva","1.6","COSMO"
"Otomobil","Opel","Meriva","1.6","ENJOY"
"Otomobil","Opel","Meriva","1.6","ESSENTIA"
"Otomobil","Opel","Meriva","1.6","OPC"
"Otomobil","Opel","Meriva","1.6 CDTI","ECOFLEX ACTIVE"
"Otomobil","Opel","Meriva","1.7 CDTI","1.7 CDTI"
"Otomobil","Opel","Meriva","1.7 CDTI","ENJOY"
"Otomobil","Opel","Meriva","1.8","COSMO"
"Otomobil","Opel","Omega","2.0","CD"
"Otomobil","Opel","Omega","2.2","2.2"
"Otomobil","Opel","Omega","2.5","CD"
"Otomobil","Opel","Omega","2.5","ELEGANCE"
"Otomobil","Opel","Omega","2.5","SPORT"
"Otomobil","Opel","Omega","2.6","ELEGANCE"
"Otomobil","Opel","Omega","3.0","3.0 MV6"
"Otomobil","Opel","Rekord","2.0","2.0"
"Otomobil","Opel","Signum","2.2 Cosmo","2.2 COSMO"
"Otomobil","Opel","Signum","3.0 CDTI Cosmo","3.0 CDTI COSMO"
"Otomobil","Opel","Tigra","1.6","1.6"
"Otomobil","Opel","Vectra","1.6","1.6"
"Otomobil","Opel","Vectra","1.6","COMFORT"
"Otomobil","Opel","Vectra","1.6","DESIGN EDITION"
"Otomobil","Opel","Vectra","1.6","EDITION"
"Otomobil","Opel","Vectra","1.6","ELEGANCE"
"Otomobil","Opel","Vectra","1.6","ESSENTIA"
"Otomobil","Opel","Vectra","1.6","GL"
"Otomobil","Opel","Vectra","1.6","GLS"
"Otomobil","Opel","Vectra","1.7 TD GLS","1.7 TD GLS"
"Otomobil","Opel","Vectra","1.8","CD"
"Otomobil","Opel","Vectra","1.8","COMFORT"
"Otomobil","Opel","Vectra","1.8","ELEGANCE"
"Otomobil","Opel","Vectra","1.8","GL"
"Otomobil","Opel","Vectra","1.9 CDTI","COMFORT"
"Otomobil","Opel","Vectra","1.9 CDTI","DESIGN"
"Otomobil","Opel","Vectra","1.9 CDTI","DESIGN EDITION"
"Otomobil","Opel","Vectra","1.9 CDTI","ELEGANCE"
"Otomobil","Opel","Vectra","2.0","2.0 DTI"
"Otomobil","Opel","Vectra","2.0","2.0 T"
"Otomobil","Opel","Vectra","2.0","100.YIL"
"Otomobil","Opel","Vectra","2.0","2.0"
"Otomobil","Opel","Vectra","2.0","CD"
"Otomobil","Opel","Vectra","2.0","CDX"
"Otomobil","Opel","Vectra","2.0","ELEGANCE"
"Otomobil","Opel","Vectra","2.0","GL"
"Otomobil","Opel","Vectra","2.0","GLS"
"Otomobil","Opel","Vectra","2.0","GT"
"Otomobil","Opel","Vectra","2.0 DTI","CD"
"Otomobil","Opel","Vectra","2.0 DTI","COMFORT"
"Otomobil","Opel","Vectra","2.0 T","ELEGANCE"
"Otomobil","Opel","Vectra","2.2","2.2 DTI"
"Otomobil","Opel","Vectra","2.2","CDX"
"Otomobil","Opel","Vectra","2.2","COMFORT"
"Otomobil","Opel","Vectra","2.2","ELEGANCE"
"Otomobil","Opel","Vectra","2.2","GTS"
"Otomobil","Opel","Vectra","2.2 DTI","COMFORT"
"Otomobil","Opel","Vectra","2.2 DTI","ELEGANCE"
"Otomobil","Opel","Vectra","2.5","CDX"
"Otomobil","Opel","Zafira","1.6","1.6 CDTI"
"Otomobil","Opel","Zafira","1.6","COMFORT"
"Otomobil","Opel","Zafira","1.6","COSMO"
"Otomobil","Opel","Zafira","1.6","DVD"
"Otomobil","Opel","Zafira","1.6","ELEGANCE"
"Otomobil","Opel","Zafira","1.6","ENJOY"
"Otomobil","Opel","Zafira","1.6","ESSENTIA"
"Otomobil","Opel","Zafira","1.6","GL"
"Otomobil","Opel","Zafira","1.6 CDTI","ENJOY"
"Otomobil","Opel","Zafira","1.8","COMFORT"
"Otomobil","Opel","Zafira","1.8","ELEGANCE"
"Otomobil","Opel","Zafira","1.9 CDTI","COSMO"
"Otomobil","Opel","Zafira","1.9 CDTI","ENJOY"
"Otomobil","Opel","Zafira","1.9 DTI","COSMO"
"Otomobil","Opel","Zafira","1.9 DTI","ENJOY"
"Otomobil","Opel","Zafira","2.0 DTI","COMFORT"
"Otomobil","Opel","Zafira","2.0 DTI","ELEGANCE"
"Otomobil","Opel","Zafira","2.2","2.2 DTI ELEGANCE"
"Otomobil","Opel","Zafira","2.2","2.2 16V"
"Otomobil","Opel","Zafira","2.2 DTi Elegance","2.2 DTI ELEGANCE"
"Otomobil","Peugeot","106","GTI","GTI"
"Otomobil","Peugeot","106","Quicksilver","QUICKSILVER"
"Otomobil","Peugeot","106","XN","XN"
"Otomobil","Peugeot","106","XR","XR"
"Otomobil","Peugeot","106","XS","XSI"
"Otomobil","Peugeot","106","XS","XS"
"Otomobil","Peugeot","106","XSi","XSI"
"Otomobil","Peugeot","106","XT","XT"
"Otomobil","Peugeot","107","1.0","TRENDY"
"Otomobil","Peugeot","107","1.0","URBAN MOVE"
"Otomobil","Peugeot","107","1.4 HDi","TRENDY"
"Otomobil","Peugeot","205","1.0 Junior","1.0 JUNIOR"
"Otomobil","Peugeot","205","1.1","GL"
"Otomobil","Peugeot","205","1.4","GR"
"Otomobil","Peugeot","205","1.6","GTI"
"Otomobil","Peugeot","205","1.9","GTI"
"Otomobil","Peugeot","206","1.1","X-DESIGN"
"Otomobil","Peugeot","206","1.4","1.4 HDI"
"Otomobil","Peugeot","206","1.4","COLOR LINE"
"Otomobil","Peugeot","206","1.4","COMFORT"
"Otomobil","Peugeot","206","1.4","DESIRE"
"Otomobil","Peugeot","206","1.4","EXECUTIVE"
"Otomobil","Peugeot","206","1.4","FELINE"
"Otomobil","Peugeot","206","1.4","FEVER"
"Otomobil","Peugeot","206","1.4","GENERATION"
"Otomobil","Peugeot","206","1.4","LOOK"
"Otomobil","Peugeot","206","1.4","PANORAMIC"
"Otomobil","Peugeot","206","1.4","POP ART"
"Otomobil","Peugeot","206","1.4","PREMIUM"
"Otomobil","Peugeot","206","1.4","TRENDY"
"Otomobil","Peugeot","206","1.4","X-DESIGN"
"Otomobil","Peugeot","206","1.4","X-LINE"
"Otomobil","Peugeot","206","1.4","XR"
"Otomobil","Peugeot","206","1.4","XS"
"Otomobil","Peugeot","206","1.4","XT"
"Otomobil","Peugeot","206","1.4 HDi","COMFORT"
"Otomobil","Peugeot","206","1.4 HDi","DESIRE"
"Otomobil","Peugeot","206","1.4 HDi","FELINE"
"Otomobil","Peugeot","206","1.4 HDi","FEVER"
"Otomobil","Peugeot","206","1.4 HDi","GENERATION"
"Otomobil","Peugeot","206","1.4 HDi","LOOK"
"Otomobil","Peugeot","206","1.4 HDi","PANORAMIC"
"Otomobil","Peugeot","206","1.4 HDi","POP ART"
"Otomobil","Peugeot","206","1.4 HDi","PREMIUM"
"Otomobil","Peugeot","206","1.4 HDi","SPORTY"
"Otomobil","Peugeot","206","1.4 HDi","TRENDY"
"Otomobil","Peugeot","206","1.4 HDi","X-DESIGN"
"Otomobil","Peugeot","206","1.4 HDi","X-LINE"
"Otomobil","Peugeot","206","1.4 HDi","XT"
