category,brand,model,series,trim
"Otomobil","Hyundai","Matrix","1.6","GLS"
"Otomobil","Hyundai","Matrix","1.6","SELECT"
"Otomobil","Hyundai","Matrix","1.6","START"
"Otomobil","Hyundai","Matrix","1.6","STYLE"
"Otomobil","Hyundai","Matrix","1.6","TEAM"
"Otomobil","Hyundai","Sonata","2.0","2.0 CRDI"
"Otomobil","Hyundai","Sonata","2.0","2.0 CVVT"
"Otomobil","Hyundai","Sonata","2.0","GL"
"Otomobil","Hyundai","Sonata","2.0","GLS"
"Otomobil","Hyundai","Sonata","2.0 CRDi","H-MATIC"
"Otomobil","Hyundai","Sonata","2.0 CRDi","SELECT"
"Otomobil","Hyundai","Sonata","2.0 CRDi","STYLE"
"Otomobil","Hyundai","Sonata","2.0 CRDi","STYLE PLUS"
"Otomobil","Hyundai","Sonata","2.0 CVVT","STYLE PLUS"
"Otomobil","Hyundai","Sonata","2.5","GLS"
"Otomobil","Hyundai","Sonata","2.7","GLS"
"Otomobil","Hyundai","Sonata","3.0","GLS"
"Otomobil","Hyundai","Trajet","2.0 CRDi","GLS"
"Otomobil","Hyundai","Trajet","2.7 V6","2.7 V6"
"Otomobil","Ikco","Samand","1.6 LX","1.6 LX"
"Otomobil","Infiniti","Q30","1.5 D","1.5 D"
"Otomobil","Infiniti","Q50","2.0","2.0"
"Otomobil","Infiniti","Q50","2.2 D","2.2 D"
"Otomobil","Jaguar","Daimler","4.0","4.0"
"Otomobil","Jaguar","F-Type","2.0","2.0"
"Otomobil","Jaguar","S-Type","2.5","2.5"
"Otomobil","Jaguar","S-Type","2.7 D","EXECUTIVE"
"Otomobil","Jaguar","S-Type","3.0","3.0"
"Otomobil","Jaguar","S-Type","3.0","CLASSIC"
"Otomobil","Jaguar","S-Type","3.0","SPORT"
"Otomobil","Jaguar","X-Type","2.0 D","EXECUTIVE"
"Otomobil","Jaguar","X-Type","2.0 D","HIGH"
"Otomobil","Jaguar","X-Type","2.1","EXECUTIVE"
"Otomobil","Jaguar","X-Type","2.1","HIGH"
"Otomobil","Jaguar","X-Type","2.2 D","EXECUTIVE"
"Otomobil","Jaguar","X-Type","2.5","EXECUTIVE"
"Otomobil","Jaguar","X-Type","3.0","SPORT"
"Otomobil","Jaguar","XE","2.0","2.0 D"
"Otomobil","Jaguar","XE","2.0","PRESTIGE"
"Otomobil","Jaguar","XE","2.0 D","PRESTIGE PLUS"
"Otomobil","Jaguar","XE","2.0 D","R-SPORT PLUS"
"Otomobil","Jaguar","XF","2.0","2.0 D"
"Otomobil","Jaguar","XF","2.0","LUXURY"
"Otomobil","Jaguar","XF","2.0 D","PORTFOLIO PLUS"
"Otomobil","Jaguar","XF","2.0 D","PRESTIGE PLUS"
"Otomobil","Jaguar","XF","2.0 D","PURE PLUS"
"Otomobil","Jaguar","XF","2.2 D","2.2 D"
"Otomobil","Jaguar","XF","2.7 D","PREMIUM LUXURY"
"Otomobil","Jaguar","XF","3.0","3.0 D"
"Otomobil","Jaguar","XF","3.0","PREMIUM LUXURY"
"Otomobil","Jaguar","XF","3.0 D","PREMIUM LUXURY"
"Otomobil","Jaguar","XJ","2.0i","PREMIUM LUXURY"
"Otomobil","Jaguar","XJ","3.0 D","PORTFOLIO"
"Otomobil","Jaguar","XJ","3.0 D","PREMIUM LUXURY"
"Otomobil","Jaguar","XJ","XJ8","3.2"
"Otomobil","Jaguar","XJ","XJ8","3.5"
"Otomobil","Jaguar","XJ","XJ8","4.2"
"Otomobil","Jaguar","XJR","4.0","4.0"
"Otomobil","Jaguar","XJS","5.3","5.3"
"Otomobil","Jaguar","XKR","4.2","4.2"
"Otomobil","Kia","Capital","1.5 GLX","1.5 GLX"
"Otomobil","Kia","Carens","1.6","GSL"
"Otomobil","Kia","Carens","2.0 CRDi","2.0 CRDI"
"Otomobil","Kia","Carens","2.0 CRDi","EX"
"Otomobil","Kia","Carnival","2.9 CRDi Premium","2.9 CRDI PREMIUM"
"Otomobil","Kia","Carnival","2.9 TD","2.9 TD LS"
"Otomobil","Kia","Carnival","2.9 TD LS","2.9 TD LS"
"Otomobil","Kia","Ceed","1.0","1.0 T-GDI"
"Otomobil","Kia","Ceed","1.0","COOL TEKNO"
"Otomobil","Kia","Ceed","1.0 T-GDI","COOL"
"Otomobil","Kia","Ceed","1.4","1.4 MPI"
"Otomobil","Kia","Ceed","1.4","COOL"
"Otomobil","Kia","Ceed","1.4","COOL PLUS"
"Otomobil","Kia","Ceed","1.4","COOL TEKNO"
"Otomobil","Kia","Ceed","1.4","LIVE"
"Otomobil","Kia","Ceed","1.4 MPI","LIVE"
"Otomobil","Kia","Ceed","1.5 T-GDI","COOL"
"Otomobil","Kia","Ceed","1.5 T-GDI","ELEGANCE"
"Otomobil","Kia","Ceed","1.5 T-GDI","ELEGANCE PLUS"
"Otomobil","Kia","Ceed","1.5 T-GDI","PRESTIGE"
"Otomobil","Kia","Ceed","1.6","1.6 CRDI"
"Otomobil","Kia","Ceed","1.6","1.6 GDI"
"Otomobil","Kia","Ceed","1.6","CONCEPT"
"Otomobil","Kia","Ceed","1.6 CRDi","COMFORT"
"Otomobil","Kia","Ceed","1.6 CRDi","COMFORT SW"
"Otomobil","Kia","Ceed","1.6 CRDi","CONCEPT"
"Otomobil","Kia","Ceed","1.6 CRDi","CONCEPT PLUS"
"Otomobil","Kia","Ceed","1.6 CRDi","CONCEPT PLUS SW"
"Otomobil","Kia","Ceed","1.6 CRDi","CONCEPT SW"
"Otomobil","Kia","Ceed","1.6 CRDi","COOL"
"Otomobil","Kia","Ceed","1.6 CRDi","COOL SW"
"Otomobil","Kia","Ceed","1.6 CRDi","ELEGANCE"
"Otomobil","Kia","Ceed","1.6 CRDi","ELEGANCE SUNROOF"
"Otomobil","Kia","Ceed","1.6 CRDi","MOTION"
"Otomobil","Kia","Ceed","1.6 CRDi","MOTION SW"
"Otomobil","Kia","Ceed","1.6 CRDi","PREMIUM"
"Otomobil","Kia","Ceed","1.6 CRDi","PREMIUM SW"
"Otomobil","Kia","Ceed","1.6 CRDi","PRESTIGE"
"Otomobil","Kia","Ceed","1.6 GDI","COMFORT"
"Otomobil","Kia","Cerato","1.5 CRDi","ADVANCE"
"Otomobil","Kia","Cerato","1.5 CRDi","EX"
"Otomobil","Kia","Cerato","1.5 CRDi","LX"
"Otomobil","Kia","Cerato","1.6","1.6 CRDI"
"Otomobil","Kia","Cerato","1.6","1.6 EX"
"Otomobil","Kia","Cerato","1.6","1.6 GSL"
"Otomobil","Kia","Cerato","1.6","1.6 LX"
"Otomobil","Kia","Cerato","1.6","1.6 MPI"
"Otomobil","Kia","Cerato","1.6","KOUP"
"Otomobil","Kia","Cerato","1.6 CRDi","COMFORT"
"Otomobil","Kia","Cerato","1.6 CRDi","CONCEPT"
"Otomobil","Kia","Cerato","1.6 CRDi","CONCEPT PLUS"
"Otomobil","Kia","Cerato","1.6 CRDi","CONCEPT TECHNO"
"Otomobil","Kia","Cerato","1.6 CRDi","EX"
"Otomobil","Kia","Cerato","1.6 CRDi","PRESTIGE"
"Otomobil","Kia","Cerato","1.6 EX","1.6 EX"
"Otomobil","Kia","Cerato","1.6 EX","ADVANCE"
"Otomobil","Kia","Cerato","1.6 EX","COMFORT"
"Otomobil","Kia","Cerato","1.6 EX","PREMIUM"
"Otomobil","Kia","Cerato","1.6 GSL","COMFORT"
"Otomobil","Kia","Cerato","1.6 GSL","CONCEPT"
"Otomobil","Kia","Cerato","1.6 LX","BASIC"
"Otomobil","Kia","Cerato","1.6 MPI","COMFORT"
"Otomobil","Kia","Cerato","1.6 MPI","CONCEPT"
"Otomobil","Kia","Cerato","1.6 MPI","ELEGANCE"
"Otomobil","Kia","Cerato","1.6 MPI","PRESTIGE"
"Otomobil","Kia","Cerato","2.0 CRDI","EX COMFORT"
"Otomobil","Kia","Clarus","1.8 SLX","1.8 SLX"
"Otomobil","Kia","Clarus","2.0 GLX","2.0 GLX"
"Otomobil","Kia","Magentis","2.0 CRDi","2.0 CRDI"
"Otomobil","Kia","Magentis","2.0 LX","2.0 LX"
"Otomobil","Kia","Magentis","2.0 SE","2.0 SE"
"Otomobil","Kia","Optima","1.7 CRDi","1.7 CRDI"
"Otomobil","Kia","Picanto","1.0 MPI","1.0 MPI"
"Otomobil","Kia","Picanto","1.1 EX","1.1 EX"
"Otomobil","Kia","Picanto","1.1 Hiper","1.1 HIPER"
"Otomobil","Kia","Picanto","1.2 MPI","COOL"
"Otomobil","Kia","Picanto","1.2 MPI","FEEL"
"Otomobil","Kia","Picanto","1.25 EX","1.25 EX"
"Otomobil","Kia","Picanto","1.25 MPI","COMFORT"
"Otomobil","Kia","Picanto","1.25 MPI","COOL"
"Otomobil","Kia","Pride","1.3","1.3 DLX"
"Otomobil","Kia","Pride","1.3","1.3 GLXI"
"Otomobil","Kia","Pride","1.3 DLX","1.3 DLX"
"Otomobil","Kia","Pride","1.3 GLXi","1.3 GLXI"
"Otomobil","Kia","Pro Ceed","1.6","1.6 CRDI"
"Otomobil","Kia","Pro Ceed","1.6","GDI GT"
"Otomobil","Kia","Pro Ceed","1.6 CRDi","CONCEPT"
"Otomobil","Kia","Pro Ceed","1.6 CRDi","COOL"
"Otomobil","Kia","Pro Ceed","1.6 CRDi","COOL PLUS"
"Otomobil","Kia","Pro Ceed","1.6 CRDi","PREMIUM"
"Otomobil","Kia","Rio","1.0 T-GDI","COOL"
"Otomobil","Kia","Rio","1.0 T-GDI","ELEGANCE TEKNO"
"Otomobil","Kia","Rio","1.0 T-GDI","PRESTIGE"
"Otomobil","Kia","Rio","1.2 MPI","COOL"
"Otomobil","Kia","Rio","1.25 CVVT","COMFORT"
"Otomobil","Kia","Rio","1.25 CVVT","CONCEPT"
"Otomobil","Kia","Rio","1.25 CVVT","COOL"
"Otomobil","Kia","Rio","1.25 CVVT","ELEGANCE"
"Otomobil","Kia","Rio","1.25 CVVT","FANCY"
"Otomobil","Kia","Rio","1.25 CVVT","NATTY"
"Otomobil","Kia","Rio","1.3","BASE"
"Otomobil","Kia","Rio","1.3","COMFORT"
"Otomobil","Kia","Rio","1.3","TREND"
"Otomobil","Kia","Rio","1.4 CRDi","COMFORT"
"Otomobil","Kia","Rio","1.4 CRDi","CONCEPT"
"Otomobil","Kia","Rio","1.4 CRDi","CONCEPT PLUS"
"Otomobil","Kia","Rio","1.4 CRDi","FANCY"
"Otomobil","Kia","Rio","1.4 CRDi","NATTY"
"Otomobil","Kia","Rio","1.4 CRDi","SPORTY"
"Otomobil","Kia","Rio","1.4 CVVT","COMFORT"
"Otomobil","Kia","Rio","1.4 CVVT","CONCEPT"
"Otomobil","Kia","Rio","1.4 CVVT","CONCEPT PLUS"
"Otomobil","Kia","Rio","1.4 CVVT","COOL"
"Otomobil","Kia","Rio","1.4 CVVT","COOL TEKNO"
"Otomobil","Kia","Rio","1.4 CVVT","ELEGANCE"
"Otomobil","Kia","Rio","1.4 CVVT","ELEGANCE KONFOR"
"Otomobil","Kia","Rio","1.4 CVVT","ELEGANCE TEKNO"
"Otomobil","Kia","Rio","1.4 CVVT","FANCY"
"Otomobil","Kia","Rio","1.4 CVVT","NATTY"
"Otomobil","Kia","Rio","1.4 CVVT","PRESTIGE"
"Otomobil","Kia","Rio","1.4 CVVT","SPORTY"
"Otomobil","Kia","Rio","1.4 EX","ADVANCE"
"Otomobil","Kia","Rio","1.4 EX","COMFORT"
"Otomobil","Kia","Rio","1.4 EX","TREND"
"Otomobil","Kia","Rio","1.4 GSL","TREND"
"Otomobil","Kia","Rio","1.4 WGT","COOL"
"Otomobil","Kia","Rio","1.4 WGT","ELEGANCE"
"Otomobil","Kia","Rio","1.4L MPI","ELEGANCE"
"Otomobil","Kia","Rio","1.5","1.5 CRDI"
"Otomobil","Kia","Rio","1.5","COMFORT"
"Otomobil","Kia","Rio","1.5","LUXURY"
"Otomobil","Kia","Rio","1.5","TREND"
"Otomobil","Kia","Rio","1.5 CRDi","EX"
"Otomobil","Kia","Rio","1.5 CRDi","EX ADVANCE"
"Otomobil","Kia","Rio","1.5 CRDi","EX COMFORT"
"Otomobil","Kia","Rio","1.5 CRDi","EX COOL"
"Otomobil","Kia","Rio","1.5 CRDi","TREND"
"Otomobil","Kia","Sephia","1.5","GTX"
"Otomobil","Kia","Sephia","1.5","LS"
"Otomobil","Kia","Sephia","1.5","SLX"
"Otomobil","Kia","Sephia","1.6","GTX"
"Otomobil","Kia","Sephia","1.6","SLX"
"Otomobil","Kia","Shuma","GS","GS"
"Otomobil","Kia","Shuma","LS","LS"
"Otomobil","Kia","Shuma","RS","RS"
"Otomobil","Kia","Stinger","2.0 GDI","GT LINE"
"Otomobil","Kia","Venga","1.4 CRDi","ACTIVE"
"Otomobil","Kia","Venga","1.4 CRDi","LX"
"Otomobil","Kia","Venga","1.4 CRDi","TX"
"Otomobil","Kia","Venga","1.6 CRDi","EX"
"Otomobil","Kia","Venga","1.6 CRDi","PANAROMA PLUS"
"Otomobil","Kuba","City","City","CITY"
"Otomobil","Lada","Kalina","1.6","1.6"
"Otomobil","Lada","Samara","1.3","1.3"
"Otomobil","Lada","Samara","1.5","1.5"
"Otomobil","Lada","Samara","1.5","11"
"Otomobil","Lada","VAZ","2105","2105"
"Otomobil","Lada","VAZ","2107","2107"
"Otomobil","Lada","Vega","1.5","1.5"
"Otomobil","Lada","Vega","1.5","10"
"Otomobil","Lada","Vega","1.6","1.6"
"Otomobil","Lamborghini","Aventador","LP 700-4","LP 700-4"
"Otomobil","Lamborghini","Gallardo","LP 560-4","LP 560-4"
"Otomobil","Lancia","Delta","1.4 T","1.4 T"
"Otomobil","Lancia","Delta","1.6 MJet","1.6 MJET"
"Otomobil","Lancia","Thema","3.0 CRD","3.0 CRD"
"Otomobil","Lancia","Ypsilon","0.9","0.9"
"Otomobil","Lancia","Ypsilon","1.3 Mjet","1.3 MJET"
"Otomobil","Lancia","Ypsilon","1.4","1.4"
"Otomobil","Leapmotor","T03","400","400"
"Otomobil","Lexus","ES","300h","BUSINESS PLUS"
"Otomobil","Lexus","GS","200t","LUXURY"
"Otomobil","Lexus","IS","200t","EXECUTIVE"
"Otomobil","Lexus","LM","350h","350H"
"Otomobil","Lexus","LS","460","460"
"Otomobil","Lincoln","LS","3.9 V8","3.9 V8"
"Otomobil","Lincoln","Town Car","4.6","4.6"
"Otomobil","Lotus","Emira","2.0","2.0"
"Otomobil","Luqi","EV300","",""
"Otomobil","Maserati","Ghibli","2.0","2.0"
"Otomobil","Maserati","Ghibli","3.0","3.0"
"Otomobil","Maserati","GranTurismo","4.2","4.2"
"Otomobil","Maserati","GranTurismo","4.7 S","4.7 S"
"Otomobil","Maserati","MC20","3.0","3.0"
"Otomobil","Maserati","Quattroporte","3.0","3.0 D"
"Otomobil","Maserati","Quattroporte","3.0 D","3.0 D"
"Otomobil","Maserati","Quattroporte","4.2","AUTOMATICA"
"Otomobil","Maserati","Quattroporte","4.2","DUOSELECT"
"Otomobil","Maserati","Quattroporte","4.7","4.7"
"Otomobil","Mazda","323","1.5","1.5"
"Otomobil","Mazda","323","1.5","FAMILIA"
"Otomobil","Mazda","323","1.5","GLX"
"Otomobil","Mazda","323","1.5","PRACTICA"
"Otomobil","Mazda","323","1.6","1.6"
"Otomobil","Mazda","323","1.6","FAMILIA"
"Otomobil","Mazda","323","1.6","GLX"
"Otomobil","Mazda","323","1.6","SPORTIVE"
"Otomobil","Mazda","323","1.7","DS"
"Otomobil","Mazda","323","1.7","TD"
"Otomobil","Mazda","323","1.8","1.8"
"Otomobil","Mazda","323","1.8","FAMILIA"
"Otomobil","Mazda","323","1.8","GLX"
"Otomobil","Mazda","323","2.0","DITD"
"Otomobil","Mazda","626","1.6","1.6"
"Otomobil","Mazda","626","2.0","2.0"
"Otomobil","Mazda","626","2.0","DITD"
"Otomobil","Mazda","626","2.0","GLE"
"Otomobil","Mazda","626","2.0","GLX"
"Otomobil","Mazda","626","2.0","GT"
"Otomobil","Mazda","626","2.0","GTS"
"Otomobil","Mazda","626","2.0","SPORTIVE"
"Otomobil","Mazda","929","2.0 GLX","2.0 GLX"
"Otomobil","Mazda","Lantis","1.8","1.8"
"Otomobil","Mazda","MPV","2.0","2.0"
"Otomobil","Mazda","MPV","2.5 TD","2.5 TD"
"Otomobil","Mazda","MX","MX-5","1.5"
"Otomobil","Mazda","MX","MX-5","2.0"
"Otomobil","Mazda","Premacy","2.0 DITD","2.0 DITD"
"Otomobil","Mazda","RX","RX-8","1.3"
"Otomobil","McLaren","GT","4.0","4.0"
"Otomobil","Mercedes - Benz","CLE","300","AMG"
"Otomobil","Mercedes - Benz","EQE","280","AMG"
"Otomobil","Mercedes - Benz","EQE","350+","AMG"
"Otomobil","Mercedes - Benz","EQS","350","AMG"
"Otomobil","Mercedes - Benz","EQS","450+","450+"
"Otomobil","Mercedes - Benz","EQS","53","AMG PERFORMANCE"
"Otomobil","Mercedes - Benz","EQS","580","HERITAGE EDITION"
"Otomobil","Mercedes - Benz","AMG GT","43","43 4MATIC"
"Otomobil","Mercedes - Benz","AMG GT","43","43"
"Otomobil","Mercedes - Benz","AMG GT","43 4Matic","43 4MATIC"
"Otomobil","Mercedes - Benz","AMG GT","53 4Matic","53 4MATIC"
"Otomobil","Mercedes - Benz","AMG GT","63 4Matic","63 4MATIC"
"Otomobil","Mercedes - Benz","CL","500","500"
"Otomobil","Mercedes - Benz","CL","600","600"
"Otomobil","Mercedes - Benz","CL","63 AMG","63 AMG"
"Otomobil","Mercedes - Benz","CLA","180","180 CDI"
"Otomobil","Mercedes - Benz","CLA","180","180 D"
"Otomobil","Mercedes - Benz","CLA","180","URBAN"
"Otomobil","Mercedes - Benz","CLA","180 CDI","AMG"
"Otomobil","Mercedes - Benz","CLA","180 CDI","STYLE"
"Otomobil","Mercedes - Benz","CLA","180 CDI","URBAN"
"Otomobil","Mercedes - Benz","CLA","180 D","AMG"
"Otomobil","Mercedes - Benz","CLA","180 D","COMFORT"
"Otomobil","Mercedes - Benz","CLA","180 D","STYLE"
"Otomobil","Mercedes - Benz","CLA","180 D","URBAN"
"Otomobil","Mercedes - Benz","CLA","200","AMG"
"Otomobil","Mercedes - Benz","CLA","200","AMG 4MATIC"
"Otomobil","Mercedes - Benz","CLA","200","AMG+"
"Otomobil","Mercedes - Benz","CLA","200","AMG+ 4MATIC"
"Otomobil","Mercedes - Benz","CLA","200","COMFORT"
"Otomobil","Mercedes - Benz","CLA","200","STYLE"
"Otomobil","Mercedes - Benz","CLA","200","URBAN"
"Otomobil","Mercedes - Benz","CLA","45 AMG","45 AMG"
"Otomobil","Mercedes - Benz","CLA","45 S","AMG PERFORMANCE"
"Otomobil","Mercedes - Benz","CLC","160","BLUEEFFICIENCY"
"Otomobil","Mercedes - Benz","CLC","160","EMOTION"
"Otomobil","Mercedes - Benz","CLC","160","GRAND PRIX"
"Otomobil","Mercedes - Benz","CLC","160","PRIME"
"Otomobil","Mercedes - Benz","CLK","CLK 200","200"
"Otomobil","Mercedes - Benz","CLK","CLK 200","AVANTGARDE"
"Otomobil","Mercedes - Benz","CLK","CLK 200","ELEGANCE"
"Otomobil","Mercedes - Benz","CLK","CLK 200","KOMPRESSOR"
"Otomobil","Mercedes - Benz","CLK","CLK 200","KOMPRESSOR AVANTGARDE"
"Otomobil","Mercedes - Benz","CLK","CLK 200","KOMPRESSOR DINAMIK"
"Otomobil","Mercedes - Benz","CLK","CLK 200","KOMPRESSOR ELEGANCE"
"Otomobil","Mercedes - Benz","CLK","CLK 230","KOMPRESSOR AVANTGARDE"
"Otomobil","Mercedes - Benz","CLK","CLK 230","KOMPRESSOR ELEGANCE"
"Otomobil","Mercedes - Benz","CLK","CLK 240","AVANTGARDE"
"Otomobil","Mercedes - Benz","CLK","CLK 270 CDI","AVANTGARDE"
"Otomobil","Mercedes - Benz","CLK","CLK 270 CDI","ELEGANCE"
"Otomobil","Mercedes - Benz","CLK","CLK 320","AVANTGARDE"
